<?xml version="1.0"?>
<datafile xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:schemaLocation="https://datomatic.no-intro.org/stuff https://datomatic.no-intro.org/stuff/schema_nointro_datfile_v3.xsd">
		<rom name="Pingwinek Kelvin DS (World) (Pl) (Aftermarket) (Unl).nds" size="8813456" crc="a10e78b1" md5="9dc32dbd8c136ac2ae1e12bd42cc2af6" sha1="e1c3405c0711eec2a012a9c0f1be9654e6a6ba48" sha256="88a29f4ce98bb0a24dae32689ef79a7c9a9d87448a6deaf2e76baf70e261ce0b"/>
	</game>
	<game name="Pingwinek Kelvin DS (World) (Pl) (No Sound) (Aftermarket) (Unl)" id="6786" cloneofid="6785">
		<category>Games</category>
		<description>Pingwinek Kelvin DS (World) (Pl) (No Sound) (Aftermarket) (Unl)</description>
		<rom name="Pingwinek Kelvin DS (World) (Pl) (No Sound) (Aftermarket) (Unl).nds" size="8712080" crc="68c0d08e" md5="d8a71d49c0bf1b26342e020147bc11a0" sha1="ac52754db086753d5c497691fb938deb98809552" sha256="acb90894d043e3c45bf7a7f0d825307f521da60ab62b92753493dd758643f47a"/>
	</game>
	<game name="Space Impakto (World) (BlocksDS) (Aftermarket) (Unl)" id="6772">
		<category>Games</category>
		<description>Space Impakto (World) (BlocksDS) (Aftermarket) (Unl)</description>
		<rom name="Space Impakto (World) (BlocksDS) (Aftermarket) (Unl).nds" size="3212800" crc="3f935124" md5="c75a5a744f933869d21fcc9b07b4a862" sha1="e4bd477b8c7d5b85643db181b4bf508a61686024" sha256="9ffe3c57988f1eccca5b70136b6ebf6acadd5a4678fa8f45e0073dad5bcc16ce"/>
	</game>
	<game name="Teddy Must Die (World) (Aftermarket) (Unl)" id="6789">
		<category>Games</category>
		<description>Teddy Must Die (World) (Aftermarket) (Unl)</description>
		<rom name="Teddy Must Die (World) (Aftermarket) (Unl).nds" size="2904588" crc="0d9647a4" md5="d54ee08c925c72cc40538cb3a995b10e" sha1="e48a2cc2ca396ee973af61a4df0f77540d8c29ef" sha256="3d7ce5b8e86b59585d0d414c68dce6d37f82234438aaedbe08245ce7906dc9b2"/>
	</game>
	<game name="Terri-Fried (World) (Aftermarket) (Unl)" id="6791">
		<category>Games</category>
		<description>Terri-Fried (World) (Aftermarket) (Unl)</description>
		<rom name="Terri-Fried (World) (Aftermarket) (Unl).nds" size="633856" crc="adbf4951" md5="f446092832edc6539ed39dc193121c17" sha1="a425a3994e043ba33672c5d5c12b509fe9b1a3ac" sha256="30b66e530c3daa7b361599f5c7c913e2aa7a30573bd7038525e74d01fee85ebf"/>
	</game>
	<game name="Touhou DS (World) (v0.9.2) (Demo) (BlocksDS) (Aftermarket) (Unl)" id="6777">
		<category>Demos</category>
		<category>Games</category>
		<description>Touhou DS (World) (v0.9.2) (Demo) (BlocksDS) (Aftermarket) (Unl)</description>
		<rom name="Touhou DS (World) (v0.9.2) (Demo) (BlocksDS) (Aftermarket) (Unl).nds" size="23805952" crc="1f4ecf15" md5="61c4df678247a8d238c6440ff8bb6cc8" sha1="b46645b1115ad14fde6b835f1742c04e1309610b" sha256="787e0a55965ac39e1a9ebf292e32bb4d0268d3da63497ba59ab8ae25778cdaca"/>
	</game>
	<game name="Touhou DS (World) (v0.9.1) (Demo) (BlocksDS) (Aftermarket) (Unl)" id="6778" cloneofid="6777">
		<category>Demos</category>
		<category>Games</category>
		<description>Touhou DS (World) (v0.9.1) (Demo) (BlocksDS) (Aftermarket) (Unl)</description>
		<rom name="Touhou DS (World) (v0.9.1) (Demo) (BlocksDS) (Aftermarket) (Unl).nds" size="23839744" crc="b6bbb509" md5="84e866481fe3e5b83cc1b81ff4f62858" sha1="9d9fd33ccbe8ddd8dd7065fe754860b112f6d166" sha256="c902669e43a7295625989560690c5d0a64d56f55e8bc17d7859d13ae1be9c09e"/>
	</game>
	<game name="Triple Triad DS (World) (BlocksDS) (Aftermarket) (Unl)" id="6779">
		<category>Games</category>
		<description>Triple Triad DS (World) (BlocksDS) (Aftermarket) (Unl)</description>
		<rom name="Triple Triad DS (World) (BlocksDS) (Aftermarket) (Unl).nds" size="8942592" crc="dc1eb5e1" md5="38580c1e0d183d3ca443acf67f767098" sha1="9981c26f09259519c358c4b72be1bac670770731" sha256="6d1d3215e787a9d4337aec2065ba068e2b8a031c1fbec01794697954a35eaa6e"/>
	</game>
	<game name="Waimanu - Daring Slides (World) (Aftermarket) (Unl)" id="z529">
		<description>Waimanu - Daring Slides (World) (Aftermarket) (Unl)</description>
		<rom name="Waimanu - Daring Slides (World) (Aftermarket) (Unl).nds" size="1754176" crc="228cbb95" md5="d7d865288d77230f8d23d87fcb991d27" sha1="3abd3f461bfcfc2a475182e4ff08894916b7c469" sha256="27e30346154f2fe1655f472ebfca0a36e990cfb0a5ee5bc5719b51ba1039783b"/>
	</game>
	<game name="WolveSlayer (World) (2024-07-31) (BlocksDS) (Aftermarket) (Unl)" id="6773">
		<category>Games</category>
		<description>WolveSlayer (World) (2024-07-31) (BlocksDS) (Aftermarket) (Unl)</description>
		<rom name="WolveSlayer (World) (2024-07-31) (BlocksDS) (Aftermarket) (Unl).nds" size="5438464" crc="5f682410" md5="0871edb8ef0ee11a5d2ce21e2306f109" sha1="8ab8b0bed86a8fdc1e99f9bfcf099d848d5c5ce0" sha256="0a4469ee79405141bac4b5b4e5d911cb25b5be0501bc0d9ebcccd8d85e44bbc2"/>
	</game>
	<game name="WolveSlayer (World) (2024-07-14) (BlocksDS) (Aftermarket) (Unl)" id="6775" cloneofid="6773">
		<category>Games</category>
		<description>WolveSlayer (World) (2024-07-14) (BlocksDS) (Aftermarket) (Unl)</description>
		<rom name="WolveSlayer (World) (2024-07-14) (BlocksDS) (Aftermarket) (Unl).nds" size="5414912" crc="13bf2a0e" md5="476af5f20c93779b37ee235b1022aef5" sha1="3a2c2ce0eaf851a7ab33f61d159d135e81661db2" sha256="503bb15980ea6d0cc218f95c1ce68c5794395800988abb06fff5d79f588e29cb"/>
	</game>
	<game name="WolveSlayer (World) (2024-07-12) (BlocksDS) (Aftermarket) (Unl)" id="6776" cloneofid="6773">
		<category>Games</category>
		<description>WolveSlayer (World) (2024-07-12) (BlocksDS) (Aftermarket) (Unl)</description>
		<rom name="WolveSlayer (World) (2024-07-12) (BlocksDS) (Aftermarket) (Unl).nds" size="5430272" crc="236f029d" md5="f901e553957396b4319a099fc1cb0aef" sha1="92812cc04460e3108b1df149aaf141c15136bc84" sha256="a5d9e6e1514e8d33379898f04370057a910631ae5e7b50ebf528f82f19764b09"/>
	</game>
</datafile>
